0,-0.28618,-0.2631,-0.57873,-0.24413,-0.10761,0.14934,0.60118,0.51225,0.048799,-0.3511,-0.35256,-0.21155,-0.071378,0.28811,0.11562,0.25563,0.38936,-0.19974,-0.027493,0.10091,0.081689,0,0,0.30003,0.63975,0.79759,0.27747,-0.55194,-0.66162,0.13909,0.6607,0.72508,0.22949,-0.44621,-0.71957,-0.71544,0.23115,0.26609,0.43618,0.62166,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.1779,-0.15941,-0.53981,-0.92606,-1.1498,-1.1215,-0.31457,-0.36083,0.11407,0.56751,0.43319,0.62057,0.85427,0.66253,-1.4563,-1.4368,-1.4997,0.36885,0.24424,0.18014,0.17185,0
0,0.30415,-0.14336,-0.076104,-0.46789,-0.74033,-0.54126,-0.026432,0.76041,0.84461,0.21214,-0.36506,-0.41414,-0.020054,0.4213,0.33005,0.31394,0.65009,-0.19974,-0.027493,0.10091,0.081689,0,0,0.95946,0.75868,0.96086,0.50045,-0.40112,-0.96888,-0.63072,0.10459,0.94074,1.1825,0.03873,-0.79793,-0.77642,-0.16917,0.5176,0.56176,1.0717,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.8492,-0.29022,-0.89101,-1.0737,-0.86385,-0.73331,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.3059,-0.45012,-0.90897,-1.4733,0.36885,0.24424,0.18014,0.17185,0
0,-0.15577,-0.022482,-0.31704,-1.011,-1.2917,-0.035506,0.92265,0.68307,0.35766,0.14365,-0.31307,-0.43146,-0.44018,0.43786,0.76409,0.33738,0.70379,0.8373,-0.027493,0.10091,0.081689,0,0,0.063055,0.87095,0.94665,0.070131,-0.63333,-0.7509,-0.19111,0.27277,0.87889,1.285,0.019816,-0.79843,-1.1103,-0.42952,0.72644,0.57335,1.0899,1.1759,-0.15344,-0.040312,0.084471,0,0,1.611,0.027682,-0.20373,-0.50618,-0.86366,-0.73331,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.3066,0.983,-0.61584,-1.029,-1.3249,0.24424,0.18014,0.17185,0
0,-0.058271,-0.22243,-0.15712,-0.49485,-0.39699,0.13782,0.72688,0.25697,-0.013511,-0.23414,-0.62872,-0.32988,0.23713,0.81754,-0.11712,0.0030692,0.21918,-0.19974,-0.027493,0.10091,0.081689,0,0,0.89255,0.81639,0.84284,0.15294,-0.5691,-0.47578,0.19746,0.46792,0.5528,0.30891,-0.48972,-0.73441,-0.40467,0.42799,0.34683,0.45329,0.91225,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.0608,0.49788,-0.04271,0.428,-0.55621,-0.72566,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.2787,-1.7814,-1.3676,-1.96,0.36885,0.24424,0.18014,0.17185,0
0,-0.37129,0.035112,0.074526,-0.60622,-0.67835,0.14508,0.64254,0.24959,0.089295,-0.16823,-0.64562,-0.47218,0.18138,0.99476,0.4087,0.45408,0.84002,-0.19974,-0.027493,0.10091,0.081689,0,0,0.81648,1.0578,1.1715,0.072591,-0.91932,-0.49964,0.021367,0.48102,0.78105,0.41393,-0.46555,-0.66899,-0.37297,0.27461,0.62145,0.66716,1.212,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.6243,0.11245,-0.075534,-1.0723,-0.86385,-0.73331,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.3054,-0.69911,-0.6426,-1.192,0.36885,0.24424,0.18014,0.17185,0
0,-0.30163,-0.13361,-0.072171,-0.28171,-0.66046,-0.085952,0.39832,0.45767,0.46246,-0.057566,-0.43997,-0.57893,-0.011447,0.69879,0.30034,0.34276,0.68763,-0.19974,-0.027493,0.10091,0.081689,0,0,1.1297,0.91445,0.76581,0.29113,-0.58453,-0.80045,-0.20941,0.45281,0.93386,0.67962,-0.084255,-0.84016,-0.57946,0.28347,0.71186,0.75307,1.3271,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.2699,0.28109,-0.34904,-0.78619,-0.86385,-0.73331,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.3052,-0.95195,-0.86325,-1.4304,0.36885,0.24424,0.18014,0.17185,0
0,-0.0069376,-0.22155,-0.283,-0.37976,-0.47606,-0.010499,0.56213,0.69669,0.19893,-0.29061,-0.67168,-0.56969,0.10092,0.75914,0.23705,0.032822,0.27183,-0.096197,-0.027493,0.10091,0.081689,0,0,0.63335,0.80075,0.76316,0.064389,-0.47098,-0.54541,0.013382,0.50743,0.64753,0.3184,-0.3874,-0.62526,-0.34022,0.12159,0.42175,0.4124,0.87051,-0.051493,-0.15344,-0.040312,0.084471,0,0,0.84665,0.27285,0.16834,-0.095376,0.067162,-0.59407,0.76762,-0.43763,-0.083287,0.18762,0.4175,0.62057,0.85428,1.3064,-0.21537,-1.4127,-1.9797,-0.083305,0.24424,0.18014,0.17185,0
0,0.021386,-0.011041,-0.19791,-0.37988,-0.43976,0.27851,0.74496,0.26031,0.072946,-0.36964,-0.63947,-0.10143,0.75609,1.0077,0.56254,0.77994,0.96067,-0.19974,-0.027493,0.10091,0.081689,0,0,0.71083,0.89056,0.74394,0.067977,-0.55566,-0.60201,0.085177,0.66785,0.73861,0.011924,-0.96776,-0.59053,0.27833,1.1345,0.78389,1.0225,1.2511,-0.26591,-0.15344,-0.040312,0.084471,0,0,0.41385,0.71529,-0.32808,-0.12662,0.31636,-0.99232,-0.90098,-0.19528,0.3132,0.20071,0.4175,0.62057,0.85428,0.71055,-1.1249,-1.1924,-1.2877,0.36885,0.24424,0.18014,0.17185,0
0,0.20627,-0.19781,-0.43683,-0.89811,-0.69171,0.28333,0.50293,0.51927,0.41745,-0.20865,-0.55304,-0.4874,0.34089,1.0015,0.18823,0.35757,0.67286,-0.19974,-0.027493,0.10091,0.081689,0,0,0.89447,0.96229,0.81424,-0.083797,-0.78648,-0.5419,-0.065639,0.5617,0.93948,0.33531,-0.66729,-0.84933,-0.1482,0.66719,0.58628,0.71436,1.2159,-0.26591,-0.15344,-0.040312,0.084471,0,0,1.0577,0.57259,-0.19471,0.11179,-0.84733,-0.73331,-0.69444,-0.44694,-0.083287,0.18762,0.4175,0.62057,0.85428,1.1477,-1.6244,-1.3371,-1.8606,0.36885,0.24424,0.18014,0.17185,0
0,0.023788,0.11332,-0.12909,-0.52695,-0.93459,-0.35378,-0.15999,0.57138,0.77122,0.31108,-0.092214,-0.7086,-1.0891,-0.71206,-0.61058,-0.60366,-0.37373,-0.19974,-0.027493,0.10091,0.081689,0,0,0.085011,0.64253,-0.2824,-1.2569,-1.5724,-0.52807,0.35293,1.0813,0.6975,0.18747,-0.39241,-0.66943,-0.87705,-0.58263,-0.62408,-0.55238,-0.47466,-0.26591,-0.15344,-0.040312,0.084471,0,0,-1.1351,1.2286,0.66577,-0.76789,-0.14328,-1.0593,-0.73441,-0.035923,-0.013114,0.22465,0.41763,0.62057,0.8388,-0.92313,-0.78684,-1.1024,0.25605,0.36885,0.24424,0.18014,0.17185,0
