-0.43873,-0.43728,0.29123,0.33766,0.38993,0.42116,0.78386,0.80068,0.25889,-0.2079,-1.1634,-3.0637,-1.1981,0.90181,1.4319,0.67801,0.26459,0.65883,1.061,0.73706,-0.20227,-0.69389,-0.80513,-0.98527,-0.86239,-1.9461,-1.9596,-1.2392,-1.2991,-1.3674,-1.3625,-0.44681,-0.025889,0.91882,1.214,0.5585,-0.17505,0.71369,1.4402,1.1776,0.60764,0.31101,0.38657,0.44407,0.39519,0.17031,0.10989,0.22042,0.24899,0.25902,-1.437,-1.4542,-1.4163,-1.4798,-1.3686,-1.268,-1.1643,-1.0906,-0.70693,0.17776,1.2173,1.1646,0.99424,1.2377,1.3852,1.275,0.91899,0.57498,0.52357,0.42068,0.38118,0.33816,0.53222,0.57417,0.45572
1.6622,1.6499,1.4569,1.5178,1.5472,1.5019,1.2481,0.80756,0.1855,-0.29629,-0.78525,-1.3028,-1.3791,-1.4991,-1.43,-1.3073,-0.96926,-0.61945,-0.58414,-0.16034,-0.027781,0.096451,0.30097,-0.073046,-0.30377,0.90373,0.87612,0.98562,0.85163,0.87107,0.86884,1.158,1.4479,1.2425,1.2043,1.0563,0.53972,0.32561,-0.10014,-0.58731,-0.89382,-1.0649,-1.0983,-1.096,-1.2927,-1.3904,-1.2814,-1.2175,-1.4254,-1.5925,1.5137,1.5254,1.3452,1.4289,1.2477,1.2354,1.1174,0.54422,0.11575,-0.3256,-0.64469,-0.81494,-0.80962,-0.66165,-0.66736,-0.61557,-0.65587,-0.89828,-0.90583,-0.85855,-0.72336,-0.63666,-0.5348,-0.6695,-0.7353
1.2912,1.2813,1.2834,1.3454,1.3781,1.2793,1.2462,1.0116,0.75269,0.51596,0.34513,0.02941,-0.14392,-0.4408,-0.82612,-0.93904,-1.0185,-0.86805,-0.96191,-0.90885,-0.9292,-0.83956,-1.1373,-1.5299,-2.024,-0.18472,-0.20694,-0.25937,-0.3474,0.076535,0.3059,0.31373,0.56499,0.53768,0.60908,1.2683,1.5104,1.5923,1.7125,0.93515,0.25759,-0.16048,-0.15341,-0.61289,-0.83455,-1.2011,-1.1276,-1.6111,-2.0177,-1.9621,-0.4911,-0.49904,-0.5499,-0.55407,0.40487,-0.1834,-0.76171,0.4373,-0.46133,-0.74951,-1.3514,-0.80954,-0.59608,-0.50563,0.34633,-0.39591,-0.8792,-0.60176,-0.23022,1.2544,1.4019,1.9562,2.1898,2.2988,2.487
-0.62909,-0.6264,-0.65516,-0.65663,-0.6046,-0.4388,0.28646,0.83531,1.3146,1.4646,1.3073,0.97374,0.954,0.50877,-0.0067317,-0.70812,-1.5199,-1.8481,-1.5994,-1.2663,-0.83316,0.67818,1.2049,0.91902,0.98604,-0.88301,-0.90177,-0.93676,-0.82866,-0.76626,-0.41345,1.0317,1.6879,1.8453,1.1066,0.69242,0.75152,0.55455,0.33393,0.23726,0.10328,-1.1604,-2.2548,-1.4597,-1.0198,-0.86015,1.1065,1.1189,0.35898,0.39481,0.50774,0.50956,0.47684,0.56688,0.66205,0.6783,1.0626,1.4419,0.79521,0.20286,0.053206,-0.35555,-0.71232,-1.0726,-1.591,-1.4467,-1.4504,-1.6705,-1.191,0.011855,0.75934,0.36919,0.54774,0.87838,0.37278
-1.3881,-1.3521,-1.306,-1.2845,-1.2009,-1.0644,-0.79733,-0.53199,-0.66723,-0.91003,-0.52971,-0.29531,-0.74856,-0.57277,-0.10096,0.6273,1.4131,1.3739,0.97034,1.0682,1.3022,1.7557,1.7581,1.4902,1.5657,-1.0112,-1.0294,-1.0612,-1.1272,-1.1885,-1.1842,-1.2584,-0.94874,-0.7771,-0.72405,-0.41039,0.3262,0.39393,0.37036,0.66944,1.286,1.7077,1.2231,0.57153,0.54705,0.50724,0.64493,0.70489,0.94493,1.3616,-1.2506,-1.266,-1.3306,-1.3895,-1.2802,-1.1834,-1.2503,-1.0884,-0.83013,-0.31008,-0.052065,0.18808,0.95366,1.1971,0.93689,0.93464,1.1461,0.9664,0.78866,0.44141,0.60705,0.83435,1.2516,1.4023,1.612
-0.7558,-0.75229,-0.78308,-1.0174,-1.0251,-0.90027,-0.79436,-0.67087,-0.72455,-1.0982,-1.2844,-1.233,-0.78994,-0.14907,0.40811,0.8158,1.1957,1.3151,1.3831,1.4021,1.3962,1.5112,1.3648,0.90074,0.498,-0.74354,-0.76299,-0.80146,-1.0295,-1.1399,-1.1357,-1.2073,-1.1261,-1.0943,-0.87199,-0.1154,0.91972,1.541,1.6155,1.1926,0.9756,0.93941,0.84107,0.69956,0.60358,0.47804,0.31121,0.1242,-0.17887,-0.42424,1.0396,1.0466,1.0235,0.96378,0.97842,0.98154,1.0839,1.0605,1.0036,-0.016813,-1.048,-1.5859,-0.86729,0.29959,0.46849,-0.70248,-1.4934,-0.2444,0.4466,-0.12547,-0.82462,-1.3855,-1.6032,-1.2009,-0.79315
0.042925,0.037224,-0.85882,0.34707,0.12305,-0.23774,-1.168,-1.268,0.29976,1.6775,1.2925,0.11521,-0.78253,-0.31895,0.11836,0.68242,0.17783,0.5338,1.9173,0.9725,0.13272,-1.8415,-1.4493,-0.34006,0.20876,-0.34738,-0.37069,-0.85963,-0.057062,-0.38827,-0.89802,-0.64162,-1.0667,-0.93244,-0.98096,-0.69616,-0.89518,-1.2997,0.20587,1.5439,2.0309,1.3963,1.0667,1.4978,0.78559,0.77889,0.19882,0.21673,0.16078,0.15399,1.635,1.6468,1.3343,0.02136,-1.4995,-1.4644,-0.060922,0.033843,-0.17459,-0.81346,-0.70568,-0.71339,-0.89636,-0.49195,1.3309,2.414,1.6232,0.5013,-0.08514,-0.66595,-0.93219,-0.47994,-0.42956,-0.24821,0.011575
-0.65227,-0.64943,-0.85412,-1.5458,-0.40923,1.0104,1.6402,1.8274,1.317,0.94897,0.40078,-0.2353,-0.85476,-0.95714,-1.7917,-1.4782,-1.8597,-0.99795,-0.16652,0.62394,0.7861,1.0355,1.1943,0.76223,0.64149,-0.71557,-0.73516,-0.85428,-0.71215,0.83297,1.8476,1.855,1.681,0.80687,0.1144,-0.16829,-0.50373,-1.0805,-0.8297,-1.5788,-0.68121,-0.34877,1.3887,1.062,0.26891,-0.1574,-0.21685,-0.3804,-0.71129,-0.80156,-0.25313,-0.25874,-0.22461,0.40323,1.5403,1.7853,0.63154,0.06208,-0.76531,-1.2252,-1.321,-1.1524,-0.898,-0.6291,-0.48476,-0.33285,0.51986,1.4347,1.6527,0.65204,0.28695,-0.26631,-0.56251,-0.63655,-0.39692
-0.7978,-0.79401,-0.9477,-0.93081,-0.1197,0.85338,1.7835,1.5431,1.4559,1.0976,0.63078,0.078198,-0.10644,-0.60333,-0.63122,-0.49358,-0.74491,-0.81333,-1.0714,-1.0242,-1.8099,-0.69873,1.9223,1.5275,0.90607,-0.046304,-0.069207,-0.17165,-0.043092,0.71087,1.9311,2.0151,1.408,1.3948,1.1031,0.54099,-0.42372,-0.95238,-1.6342,-1.7147,-1.3523,-1.3044,-0.91289,-0.53947,-0.22895,-0.30492,-0.041348,1.2037,-0.10769,-0.61322,-0.11329,-0.11754,0.018171,0.63059,0.60474,0.87936,0.83918,0.53784,-0.14736,-0.5949,-0.88314,-0.90605,-1.0428,-0.96082,-1.1742,-0.94949,-0.80164,-0.84321,-0.52547,-0.24073,0.64136,1.6722,2.3321,1.0015,0.25707
-0.85872,-0.85453,-0.88699,-0.92245,-1.1156,-1.2367,-1.5428,-1.0693,-0.96087,-0.87396,-0.43833,-0.4001,-0.32892,-0.025514,0.22701,0.18534,0.3676,0.80854,0.90763,1.192,1.5101,1.7119,2.2288,1.8971,1.8719,-1.4548,-1.4707,-1.4914,-1.5425,-0.67349,-0.45936,-0.46386,0.22624,-0.079953,0.38164,1.3096,0.81089,1.2091,1.9355,1.5593,0.18549,-0.1429,0.91389,0.42667,-0.099864,-0.029182,-0.48064,0.21694,-0.36199,-1.5676,-0.91318,-0.92525,-0.98376,-1.4849,0.56362,-0.0012596,-0.82301,0.050436,-0.61292,0.040078,1.7009,1.9263,1.0728,1.3026,1.3967,1.3011,0.090378,0.79917,-0.21399,-1.3049,-1.3033,-1.3422,-1.733,2.1656,-1.3533
