-0.59938,-1.1275,-1.8849,-1.9476,-2.0248,-0.94376,-2.8885,-2.18,-0.71396,1.4237,2.2002,2.1416,-0.44665,-0.81898,-0.17795,0.61509,0.42682,-0.70348,0.9555,1.4094,1.6166,2.6419,0.81761,1.555,0.81906,2.0242,2.0158,2.733,3.8233,3.3848,3.6523,1.5838,0.91251,2.5865,2.8566,0.5695,-0.66286,-0.7737,0.40401,0.98383,1.5081,1.8409,2.7812,2.6276,2.6422,-0.22681,0.064142,-0.36037,-1.2453,-0.55653,-3.0453,-3.2164,-3.371,-4.2541,-3.766,-3.0605,-4.1366,-3.0379,-1.1139,0.98005,2.1916,2.8077,1.1299,0.22426,-0.96578,-0.19524,-0.29143,-1.5763,0.41664,1.4175,1.0955,1.839,0.22692,0.53445,-0.13966,-0.18341,-0.65858,-0.44625,0.54004,0.11971,1.082,-0.051275,-1.0556,0.18154,0.073841,-2.1189,-3.1648,-2.6694,-1.5158,-2.0665,-1.19,0.23322,2.0487,1.3426,0.43532,-0.6377,-0.56729,-1.1272,-1.7928,-2.2153
-0.29362,-0.66815,-0.20157,-0.46654,-2.9773,-1.9289,-1.2051,1.9012,2.514,1.558,3.3993,5.4716,2.9605,2.6704,2.4053,2.2558,1.7078,-0.0079744,0.21789,1.7829,1.5261,1.5835,2.284,3.2286,1.4159,1.2506,3.0683,4.0718,4.1299,3.8919,1.9368,1.8008,0.49524,-0.11454,0.69378,0.19902,0.55949,0.91838,0.65764,2.7303,1.4723,2.1924,1.4352,0.59627,0.7682,0.13308,-1.1825,-1.6789,0.36563,0.62442,-1.5401,-2.772,-2.5847,-2.0132,-3.8435,-1.5534,-1.107,0.83362,0.97394,0.3843,3.4622,5.3914,3.4176,3.3219,1.9877,1.6135,1.8195,0.43546,0.66597,2.2431,1.3834,0.43496,1.9844,1.8907,-0.44823,-0.04286,1.0353,1.8963,1.4414,1.9336,0.45253,0.68017,-0.32142,-0.61543,0.49743,-1.4032,-1.0164,-0.47117,-0.19568,1.0966,-0.35058,-0.14495,0.034001,0.084232,0.65675,-0.9292,-1.9465,-1.7625,0.20498,-0.062135
1.9655,1.3365,-1.986,-0.19986,1.6424,0.24329,0.15742,1.3405,2.0503,2.8765,1.0326,3.6833,1.5135,1.9156,1.7093,1.2616,0.80119,-0.31774,2.0378,2.0054,1.7649,1.8039,1.4404,0.3775,0.56815,-0.9147,-2.253,-2.0377,-2.3943,-1.4648,0.83943,-0.32516,0.17221,1.129,0.15961,0.91149,2.0293,1.5226,1.3864,1.753,1.1136,0.40819,0.62514,2.5345,3.0466,1.8847,0.7316,0.36015,1.4143,1.4374,1.4223,0.48238,-2.3418,0.28312,1.8213,0.43851,0.069061,1.4501,2.0762,2.8469,1.5127,3.2429,1.8769,2.2272,1.8729,0.83819,0.15878,-0.79533,0.15052,-0.084879,0.26332,0.21641,-0.53594,-1.8056,-1.2292,-3.5866,-4.0395,-5.0386,-5.3134,-4.498,-2.5768,-3.9398,-2.7614,-1.4936,-2.3288,-2.747,-1.935,-1.9319,-2.1326,-1.7661,-1.2379,-1.5619,-1.8111,0.089088,0.71001,-0.61478,-2.0777,-2.1201,-0.30108,0.0085324
1.14,0.78983,-0.10154,-0.96283,0.041824,0.34285,-1.0869,-2.951,-2.511,-1.0299,-2.709,-2.7677,-1.7376,0.18311,-1.3047,-2.2484,-2.8297,-2.2538,-1.5209,-1.9251,-2.8475,-2.0953,-2.1161,-1.9905,0.17406,-0.84579,-0.85048,-1.4196,-2.2343,-0.90972,-1.5685,1.2917,0.91509,0.98287,1.0535,1.909,2.093,1.8221,0.1569,-0.77941,-1.5297,0.012472,-0.050829,-0.68766,0.17075,1.7057,1.0129,0.54665,0.81071,0.84434,-0.84931,-1.5655,-1.634,-1.2068,-0.43192,-0.16845,-2.2958,-3.2854,-2.5215,-2.7115,-4.6623,-4.6784,-4.167,-2.1332,-4.0746,-4.4371,-4.5684,-3.3319,-2.3199,-1.7561,-3.1566,-3.9044,-3.7471,-3.0844,-1.1548,-1.2229,-0.65975,-1.127,-2.1561,-1.396,-2.2695,0.82764,0.95597,0.6283,0.10921,2.5193,2.7092,1.5435,0.32289,-0.8076,-1.2293,0.085513,-0.22935,-0.97317,0.0034119,0.98595,-0.17737,-0.72243,-0.29621,-0.44193
1.9744,-0.087714,1.0257,-0.31464,-0.72432,0.5369,-0.033182,-0.61136,-0.28741,0.090754,0.37004,-1.6192,-1.0904,-0.78345,0.57408,-0.39858,-0.70479,-1.6612,-2.0023,-1.2217,-1.3969,-0.47274,0.17796,-1.9246,-0.5736,0.18835,-0.37002,0.043267,-0.2315,-0.97805,-1.0473,-0.080332,-0.74726,-1.257,-1.4985,-2.073,-1.7038,-1.6751,-2.1749,-1.9237,-2.3288,-1.4882,-0.71683,-2.279,-2.7112,0.12079,0.44965,0.74184,0.94238,0.73979,0.84965,-0.48244,0.94043,-0.44342,-0.018646,0.26226,0.26669,0.51282,0.44647,0.8483,1.1617,-0.43098,-0.883,-0.25103,-0.28082,0.031047,-0.92243,-2.2353,-2.4978,-2.6089,-2.8729,-1.8147,-1.3106,-2.0339,-1.9911,-1.2123,-0.94497,-1.1455,-1.4704,-0.94015,-2.398,-1.8691,-3.1362,-2.9701,-3.6167,-3.6717,-3.5912,-3.4815,-3.2785,-2.9199,-4.5532,-3.8067,-2.3203,-2.5852,-3.8613,-1.1439,-0.8137,-0.93215,-1.4713,-0.22817
-1.1205,-0.57733,0.65571,-0.06229,-0.18972,0.89767,0.6821,0.77824,0.87096,0.89267,0.767,-0.063852,0.65578,0.15906,1.9071,1.1344,1.673,-0.1398,-0.72296,-1.5949,-0.060926,0.22239,0.54677,0.47647,-0.1867,-0.012964,1.2038,1.529,1.6501,0.93614,0.92401,1.2249,0.39461,0.10795,1.8993,0.89403,1.4505,0.54254,0.89637,-0.013281,0.39911,-0.62824,-0.60779,0.65834,0.55328,-0.0094122,1.4161,3.3711,5.129,4.1432,-2.4324,-1.6272,-0.9966,-1.73,-1.477,-0.97064,-0.63621,-0.33796,-0.42223,-0.18663,-0.24898,-1.6077,-1.6629,-1.8287,-0.5186,-1.0284,-1.2996,-3.3054,-3.2834,-3.1821,-1.4236,-1.6967,-1.4512,-0.63023,-0.94402,-0.32105,1.3877,1.7148,2.3004,0.64088,0.67732,0.61279,-0.16745,0.29656,2.1688,0.51142,0.72298,-0.84117,-0.46741,-1.6203,-0.58585,-1.9278,-1.3982,0.28182,-0.22326,0.071548,1.2979,2.6637,4.4101,2.7413
0.62135,0.13912,1.3034,-0.15133,0.8342,2.6611,3.6558,3.2136,2.9542,0.3902,0.33879,0.14057,1.2709,1.0634,2.4155,1.8704,2.3245,1.9046,2.3506,0.20487,0.36188,0.30112,0.65263,-0.57239,-0.19272,3.067,3.5692,4.1083,2.7593,2.5623,2.6068,0.34431,0.8118,1.071,0.77038,0.10369,0.49322,2.1947,3.1652,3.5116,2.7071,1.8787,2.4485,3.2061,2.1251,2.1862,1.5145,-0.13384,1.5598,1.7393,-0.60768,-1.4533,0.12939,-0.56222,0.014158,0.40405,1.1153,0.39041,1.2424,-1.0888,-0.054794,-0.12074,-0.11693,0.066142,0.94477,0.49412,0.95923,0.52131,0.83437,0.0069563,0.95847,0.015958,0.35015,-0.28619,0.53354,2.8817,4.1126,3.8974,2.4707,2.2381,0.93312,-1.2789,-2.0152,-2.6342,-2.1911,-2.2497,-0.97323,1.0616,1.6325,1.5791,1.47,1.6067,2.5361,3.2133,1.8873,2.8258,0.25033,-0.71721,0.7871,0.2083
0.99344,0.5464,1.7514,-0.92533,-1.6851,-1.4678,-1.0523,-3.0375,-3.2908,-0.57369,-2.3749,-1.3722,-1.6077,-0.62238,-1.2635,-1.2692,-0.8691,-2.7431,-1.8693,-0.72994,0.25174,1.8867,1.2833,1.2361,-0.1484,0.15678,-1.5893,1.0421,0.4054,1.0539,1.1352,-0.62974,0.17744,-0.92035,0.49615,-0.19254,-0.7985,-0.28044,-0.16137,0.036313,-1.012,-0.22177,0.39335,0.62737,-0.25593,-0.46293,1.6843,0.29541,0.31833,0.29015,0.51747,0.15403,0.72719,-1.4679,-2.2244,-1.3799,-2.1948,-4.6222,-4.4217,-2.534,-2.4048,-2.1348,-2.135,-2.337,-1.4406,-1.1519,-1.3002,-3.1229,-2.8225,-2.7799,-2.2773,-0.91297,-0.43458,-0.043359,-1.6062,-1.3715,-2.3338,-0.38865,-0.56007,-0.50944,0.13776,-0.83271,-0.46156,-1.3426,-1.4366,-1.7339,-2.0327,-1.1987,-0.32666,-0.899,-1.0752,-1.0799,-1.5272,0.28606,-0.21262,-0.14541,2.1375,0.326,0.78074,1.3683
1.8805,2.0075,1.8832,2.1722,2.7314,0.96239,1.9847,0.15302,-0.11713,-0.84527,-0.95909,0.099169,0.27194,0.74121,0.78107,-0.24532,0.80655,0.27456,0.8661,3.9986,3.7107,3.8491,3.358,3.837,2.4127,0.65377,0.3593,-0.12388,-0.78326,-2.7927,-2.9628,-1.0753,1.7514,2.315,0.35528,1.5281,0.87375,0.67457,1.1828,2.5447,1.8057,1.1159,1.4676,1.7142,2.7421,4.0083,3.2768,1.9059,0.99367,-0.87754,0.17275,0.26727,-0.74857,0.29576,0.088784,-1.1332,-0.86988,-1.7258,-1.3001,-0.80736,-1.8787,-0.23263,-0.32975,0.19645,-0.11669,-0.90103,-0.62089,-1.638,-0.34491,1.0044,0.94284,1.154,1.474,2.4022,0.20839,-0.37186,0.0064913,0.30318,-1.2569,-2.167,-1.8998,0.30671,1.8917,2.1842,0.1697,0.31415,-0.42486,-0.072583,0.58426,2.0185,2.0998,0.67386,1.4156,2.1478,2.0623,2.0054,2.0821,0.5915,1.257,-0.66534
-2.4916,-1.2846,-1.7034,-1.363,-1.155,-0.25634,-1.6643,-0.62591,-0.44699,1.2461,0.94574,0.37055,-1.2067,0.36995,1.0492,0.65728,0.094791,0.45411,-0.52925,-0.32599,0.90682,0.81455,0.090849,-0.53574,0.26486,-0.85569,-1.1591,-2.2849,-2.5325,-2.239,-1.8137,-1.6578,-2.8947,-2.9005,-2.738,-1.8745,-1.0573,-2.1554,-0.92245,-0.97755,-1.2497,-0.40388,0.66655,1.8085,1.2348,0.52963,1.3069,0.10517,-0.27157,0.97673,-4.361,-2.2582,-2.3028,-0.89379,-0.91011,-0.25472,-2.2527,-2.0567,-1.9824,-0.55736,-1.0234,-1.1689,-2.9211,-3.3606,-2.2675,-2.077,-2.3373,-1.5645,-2.6289,-1.6034,-0.52947,-0.82461,-0.83563,-0.72254,-0.34951,-1.6273,-2.4255,-3.4159,-2.5346,-1.8865,-1.3233,-1.1704,-2.8386,-4.1093,-3.4313,-2.5375,-2.1158,-2.3729,-0.76163,-0.28364,-0.42187,-0.42362,0.2895,0.098627,-0.46036,-2.151,-0.96665,-1.816,-2.3996,-0.94037
