0.77984,0.78286,0.77639,0.77725,0.78265,0.78114,0.77596,0.7848,0.78286,0.77077,0.77466,0.78157,0.77768,0.78351,0.77639,0.77488,0.77855,0.78092,0.7807,0.78049,0.77962,0.77855,0.78351,0.78092,0.78027,0.78049,0.77941,0.77962,0.78157,0.78114,0.78049,0.78027,0.77725,0.77984,0.78092,0.78114,0.78027,0.78006,0.77941,0.77984,0.78092,0.78114,0.78049,0.78006,0.77833,0.77984,0.78135,0.78092,0.78178,0.77682,0.75092,0.78632,0.78394,0.77919,0.78178,0.7766,0.75049,0.78653,0.78416,0.77919,0.78178,0.77682,0.75049,0.78653,0.78416,0.77919,0.78157,0.77682,0.75092,0.78632,0.78394,0.77919,0.78157,0.77682,0.75092,0.78632,0.78394,0.77919,0.78157,0.77682,0.7507,0.78632,0.78394,0.77919,0.78178,0.77682,0.75092,0.78632,0.78416,0.77919
0.77185,0.78524,0.77962,0.77574,0.76797,0.77984,0.7738,0.78524,0.77941,0.77531,0.77099,0.77984,0.77617,0.78329,0.77941,0.77768,0.77401,0.77984,0.78006,0.78049,0.78114,0.78243,0.77984,0.77984,0.7807,0.78049,0.78351,0.78243,0.78092,0.78006,0.782,0.78027,0.78373,0.782,0.78265,0.77984,0.78394,0.77962,0.78135,0.78394,0.78545,0.78006,0.78049,0.78092,0.78178,0.78135,0.78092,0.77984,0.78049,0.78092,0.782,0.78157,0.7807,0.78006,0.78027,0.78114,0.78178,0.78092,0.78027,0.78006,0.78049,0.78092,0.78114,0.78092,0.7807,0.78006,0.78006,0.78157,0.78351,0.78027,0.7807,0.78006,0.77984,0.78157,0.78135,0.7807,0.78049,0.78006,0.77984,0.78135,0.78114,0.78114,0.78006,0.78006,0.78027,0.78135,0.78178,0.7807,0.78027,0.78006
0.77811,0.77962,0.78502,0.78006,0.77552,0.7807,0.7807,0.78437,0.78308,0.77401,0.77962,0.78049,0.78049,0.78265,0.78761,0.77876,0.782,0.78049,0.77855,0.7807,0.78567,0.78243,0.77833,0.7807,0.78006,0.7807,0.78459,0.78157,0.77984,0.78027,0.77984,0.78092,0.78351,0.78114,0.78006,0.78027,0.77984,0.78114,0.78286,0.78092,0.77919,0.78027,0.77984,0.78114,0.7848,0.78049,0.77855,0.78027,0.77984,0.78114,0.78437,0.78114,0.78006,0.78027,0.77984,0.78114,0.78653,0.78114,0.77941,0.78027,0.78027,0.7807,0.78178,0.78092,0.77941,0.78049,0.78049,0.7807,0.78567,0.78135,0.7807,0.78027,0.7807,0.78049,0.78135,0.78114,0.77962,0.78049,0.78027,0.7807,0.78567,0.78114,0.77962,0.78049,0.77984,0.78114,0.78394,0.78049,0.77876,0.78027
0.77941,0.77919,0.77855,0.78373,0.77747,0.78092,0.77962,0.77984,0.78006,0.78243,0.77811,0.78092,0.77984,0.78006,0.78308,0.78178,0.77811,0.78092,0.78027,0.77855,0.7738,0.78373,0.77833,0.78114,0.7807,0.77919,0.77531,0.78265,0.77941,0.7807,0.77962,0.77747,0.76516,0.7861,0.77639,0.77962,0.7807,0.77855,0.76926,0.78308,0.78092,0.78049,0.78027,0.77919,0.77315,0.78329,0.77811,0.78049,0.78114,0.77919,0.77142,0.78351,0.78114,0.77984,0.78114,0.77941,0.77703,0.78265,0.77962,0.78049,0.68811,0.70559,0.20829,0.80617,0.77315,0.75782,0.68919,0.70991,0.18476,0.7848,0.79193,0.77617,0.67516,0.70689,0.14548,0.77423,0.79711,0.77596,0.6771,0.71185,0.1349,0.75221,0.8174,0.78178,0.67343,0.7166,0.14289,0.73775,0.81718,0.78502
0.77077,0.79495,0.77617,0.75588,0.77833,0.78049,0.76538,0.78135,0.78243,0.77747,0.76387,0.78027,0.76365,0.78265,0.78351,0.78006,0.75675,0.78027,0.77121,0.78696,0.77833,0.77293,0.76624,0.78006,0.77747,0.78675,0.77941,0.7738,0.77747,0.78006,0.77747,0.78221,0.78265,0.7807,0.7766,0.78027,0.77919,0.77833,0.78718,0.78567,0.77898,0.78027,0.77962,0.78178,0.78049,0.78006,0.77984,0.78006,0.77941,0.78135,0.78114,0.78092,0.77962,0.78006,0.77941,0.78135,0.78049,0.78114,0.77941,0.78027,0.77984,0.78135,0.7848,0.78114,0.78049,0.78027,0.77962,0.78135,0.78114,0.78049,0.77962,0.78006,0.77984,0.78114,0.78243,0.78114,0.78006,0.78006,0.78027,0.78114,0.78351,0.78092,0.7807,0.78027,0.78049,0.78092,0.7848,0.78221,0.78157,0.78006
0.7684,0.77984,0.78934,0.78308,0.74703,0.77164,0.77682,0.78243,0.78308,0.78006,0.77509,0.77898,0.77855,0.78416,0.78243,0.77552,0.7779,0.77984,0.78049,0.78006,0.78135,0.78265,0.78027,0.77984,0.782,0.77876,0.78178,0.78502,0.78221,0.77984,0.78027,0.78092,0.78243,0.78027,0.78092,0.77984,0.78027,0.78092,0.78157,0.78092,0.78114,0.77984,0.78049,0.7807,0.78135,0.78114,0.78157,0.78006,0.7807,0.78114,0.78243,0.78027,0.78157,0.77984,0.78006,0.78049,0.77876,0.78114,0.78027,0.78006,0.78027,0.78114,0.782,0.78006,0.78135,0.77984,0.7807,0.78049,0.78049,0.78092,0.78135,0.78027,0.78027,0.7807,0.77984,0.78027,0.78178,0.77984,0.78049,0.7807,0.78092,0.77984,0.78157,0.78006,0.78049,0.7807,0.77876,0.78006,0.782,0.77984
0.78847,0.77984,0.7848,0.78243,0.79214,0.78027,0.7861,0.78114,0.7861,0.7807,0.78869,0.78006,0.78545,0.77768,0.78351,0.78545,0.78826,0.78027,0.78437,0.77574,0.78286,0.78761,0.78653,0.78027,0.78221,0.77898,0.78221,0.78351,0.78351,0.78006,0.78157,0.782,0.78243,0.77962,0.78265,0.78006,0.77962,0.78308,0.78394,0.77811,0.7807,0.77984,0.78092,0.78049,0.78157,0.78135,0.78178,0.78006,0.78092,0.7807,0.78157,0.7807,0.78178,0.78006,0.78135,0.7807,0.78006,0.78092,0.78221,0.78006,0.7807,0.78114,0.78351,0.78006,0.78114,0.78006,0.78135,0.78049,0.78092,0.78135,0.78178,0.77984,0.78092,0.78049,0.78157,0.78092,0.78157,0.78006,0.78092,0.78049,0.78157,0.78092,0.78157,0.78006,0.78114,0.78049,0.78135,0.78092,0.78178,0.77984
0.76926,0.78416,0.77703,0.77229,0.75955,0.77596,0.77034,0.7848,0.78243,0.7738,0.76754,0.78135,0.77207,0.7848,0.78329,0.77444,0.76883,0.78027,0.77401,0.78416,0.782,0.7738,0.77574,0.77962,0.77596,0.78243,0.78027,0.77703,0.77833,0.77984,0.77941,0.7807,0.77747,0.77941,0.78114,0.77984,0.77962,0.78027,0.77941,0.77962,0.782,0.78006,0.77962,0.78049,0.78243,0.77984,0.78286,0.78006,0.78027,0.78027,0.77962,0.77941,0.78394,0.78027,0.77984,0.78049,0.78243,0.78006,0.78394,0.78049,0.77984,0.78027,0.78221,0.77919,0.78459,0.77984,0.77898,0.78049,0.77552,0.77919,0.78157,0.77962,0.78157,0.77898,0.74509,0.78265,0.78567,0.77962,0.78157,0.77876,0.74509,0.78265,0.78588,0.77962,0.78178,0.77876,0.74531,0.78221,0.78588,0.77941
0.77747,0.78545,0.80725,0.75955,0.78092,0.77747,0.78696,0.7848,0.78351,0.78567,0.79344,0.78437,0.78502,0.77768,0.78891,0.78092,0.7902,0.77941,0.78243,0.77811,0.78567,0.78416,0.78221,0.78027,0.78027,0.78092,0.78416,0.78135,0.78221,0.78027,0.78027,0.78114,0.78545,0.7807,0.78243,0.78006,0.78049,0.78114,0.78524,0.78092,0.78221,0.78027,0.77984,0.78135,0.7848,0.78092,0.78178,0.77984,0.77984,0.78092,0.7848,0.78157,0.78157,0.78006,0.77941,0.78135,0.78157,0.77984,0.78135,0.77984,0.78006,0.78135,0.78394,0.78114,0.78135,0.77984,0.78006,0.78114,0.78545,0.78092,0.78221,0.78006,0.77984,0.78114,0.78459,0.78049,0.78178,0.78006,0.77962,0.78135,0.78135,0.77962,0.78092,0.77984,0.77941,0.78178,0.78135,0.77919,0.78092,0.78006
0.77617,0.78049,0.78221,0.78308,0.77466,0.77962,0.7807,0.77747,0.78416,0.78675,0.78027,0.78006,0.78394,0.78049,0.78092,0.78286,0.78567,0.78006,0.78351,0.782,0.7807,0.78006,0.78459,0.78006,0.78157,0.78006,0.78243,0.78308,0.78243,0.78006,0.77855,0.7807,0.78006,0.78221,0.77811,0.78006,0.77919,0.78221,0.78157,0.77941,0.77876,0.78006,0.7807,0.78092,0.78027,0.78157,0.78114,0.78006,0.78092,0.78092,0.78092,0.78092,0.7807,0.77984,0.78157,0.78027,0.77962,0.782,0.782,0.78006,0.78114,0.78049,0.78243,0.78157,0.78135,0.78006,0.78049,0.78114,0.78114,0.78114,0.78114,0.78006,0.78157,0.78027,0.77962,0.782,0.782,0.78006,0.78114,0.78049,0.78243,0.78157,0.78135,0.78006,0.78049,0.78114,0.78114,0.78114,0.78114,0.78006
