1.836,2.1565,-0.034416,2.526,0.26516,0.20926,-0.7103,-0.04533,-0.17484,1.0381,-1.7408,-2.142,-2.2294,-2.3047,-2.4301,-2.4593,-2.9012,-2.8683,-2.8936,-1.2622,0.075678,0.22178,0.29372,-0.041688,2.1446,0.55316,0.50745,-0.020172,3.0512,1.8139,3.7639,-0.71138,-0.054933,-0.17362,1.1409,-1.1874,-1.7547,-1.6264,-1.4384,-1.4029,-1.3289,-1.7857,-1.7695,-1.8822,-2.5989,-2.4761,-2.3013,-2.2411,-0.086644,-1.1272,-1.0401,0.96571,-0.31709,-5.41,-1.4843,-2.7117,0.63924,0.14577,0.09051,-1.3191,0.40411,0.58131,0.46106,0.422,0.45641,0.49741,0.78279,0.66767,0.72751,0.17096,-0.24917,-0.32667,-0.43174,-0.27669,0.99164,1.7098,1.7302,0.12707,2.4378,0.15886,0.20902,-0.65652,0.1398,-0.11248,1.0075,0.52188,-2.2043,-0.79149,-0.6688,-1.1767,0.61726,-2.6256,-1.1894,-0.98403,2.3178,-1.6478,2.2172,-0.60417,0.74461,1.7064,1.757,1.7493,0.28449,-0.95765,-0.52954,-2.1014,1.5431,1.7986,0.71141,-1.5005,-2.0043,-2.673,-2.5785,-2.5933,-2.6491,-2.4589,-2.6453,-2.559,-2.7197,-2.6363,-2.7211,-2.6694,-2.7898,1.7629,1.713,-0.36411,-0.21325,0.6726,2.4441,-0.4987,0.17902,-1.1486,2.2606,1.0899,0.21808,1.0177,-0.27874,-0.72577,-1.8603,0.5988,0.77337,1.295,-0.9831,-0.17298,-0.68529,0.15684,-0.018017,0.31571,-0.11713,-1.6766
1.836,2.1565,-0.034416,3.4767,-4.5767,-5.2398,-0.41344,17.204,8.1872,1.1601,-0.41053,-0.87995,1.0513,-2.7077,-2.8144,-2.9325,-3.0152,-3.0918,-3.1396,-1.8874,-0.93841,-2.4655,-2.3481,14.675,2.1446,0.55316,-0.16524,-0.087779,2.7736,-3.62,-4.1754,0.13333,17.204,7.7296,1.0644,-1.8017,-2.8775,-0.54001,1.2533,1.0515,0.57293,0.23171,-0.03536,-0.19885,-1.3167,-1.1645,-2.2748,-2.1302,14.61,0.88419,0.90923,-1.1149,-0.31709,-2.2237,2.9013,2.6086,-1.1728,-17.161,-10.382,-1.6106,-0.70845,-0.45717,-1.9483,-1.108,-1.0338,-0.97566,-0.8172,-0.67576,-0.5785,-0.78763,-1.1961,-0.29457,-0.45355,-15.993,-1.005,1.7098,2.0163,0.12707,3.3843,-9.6098,-5.1895,-0.093707,17.121,6.48,1.0105,0.52188,0.41658,-1.515,-1.2104,-2.9142,-1.3474,-0.69843,-0.3055,0.42804,-0.14125,-0.029328,-0.47232,-0.60417,15.491,1.7064,1.8137,1.8627,0.29521,-0.77425,0.17707,3.8336,2.3807,-2.9717,-1.4352,-1.0576,-0.39732,-0.26792,-0.44218,-0.50222,-0.5814,-0.5904,-0.53141,-0.46883,-0.55102,-0.43445,-0.37454,-0.10726,-0.10667,0.79086,1.713,-0.14946,-0.23887,2.5403,1,-0.77711,-6.298,0.17899,5.0011,1.1003,0.59335,-1.36,0.45519,-0.72577,0.56125,-2.0242,0.31234,0.46774,-0.9831,-0.80675,1.0889,-0.045491,-0.47823,-0.34462,10.407,-1.6766
1.836,2.1565,-0.034416,3.4767,0.26516,-5.2291,-0.7103,-0.04533,7.0395,0.9699,-2.5318,-3.166,-3.1968,-3.3022,-3.2844,-3.3317,-3.2971,-3.2884,-3.3218,-1.8658,-0.82002,-0.63502,-0.65189,-0.041688,2.1446,-1.8017,-2.7215,-0.020172,3.5561,-0.98202,-4.1692,-0.71138,-0.072999,7.3727,1.1944,-0.87411,-1.5231,-1.385,-1.3186,-1.2138,-1.1999,-1.1364,-1.1565,-1.2901,-2.122,-1.9532,-1.6588,-1.6571,-0.086644,-1.1272,0.90923,-1.1149,-0.31709,-2.6711,0.45179,2.6041,0.58172,0.14577,-7.6756,-1.3591,0.40411,0.65704,0.58786,0.66469,0.68407,0.65085,0.65971,0.66767,0.66677,0.17096,-0.24917,-0.42297,-0.45355,0.4557,-1.005,1.7098,1.7041,0.095974,3.3752,0.14526,-5.188,-0.66057,0.1398,6.3837,1.0065,0.20397,0.86405,-0.79149,-0.78915,-0.86081,-1.8386,-1.3408,-1.1894,0.89874,-0.14125,-0.35302,-0.47232,-0.60417,0.61545,1.7064,1.7002,1.6927,0.26306,-0.84094,-0.31357,3.7404,1.4923,1.7986,-0.51762,-1.0576,-0.42653,-0.311,-0.38284,-0.52665,-0.50702,-0.44092,-0.53141,-0.46883,-0.44633,-0.37684,-0.37454,-0.37179,-0.45271,1.706,1.713,-2.2423,3.8515,2.7249,0.89926,-0.68431,-5.18,-1.1657,4.3663,1.0909,0.61837,2.0985,0.79769,-2.003,-0.20925,-0.76974,2.0028,-0.77309,-0.87232,1.7283,2.3255,2.1802,-1.2452,-0.81628,-0.087809,-1.6766
1.836,0.74603,-0.05762,3.4767,0.26516,-5.2398,-0.7106,-0.048463,4.245,1.0107,-1.9757,-2.6281,-2.7131,-2.8026,-2.8112,-2.9278,-2.9072,-2.8907,-2.889,-1.2649,0.024201,0.13091,0.13119,-0.041688,-0.31345,0.55316,-2.7215,-0.082145,3.4033,-1.1018,-4.1754,-0.71698,-0.074641,4.2864,1.2703,-0.30473,-0.80462,-0.63658,-0.52754,-0.46132,-0.56697,-0.54126,-0.57229,-0.6516,-1.3909,-1.1903,-1.056,-1.0075,-0.086644,-1.1272,0.90923,1.1548,0.51119,-2.1689,0.75981,2.6041,0.58172,0.11221,-4.1953,-1.4934,-0.15217,0.062074,0.14404,0.1582,0.20804,0.2519,0.29048,0.30128,0.27193,-0.30834,-0.74323,-0.80819,-0.8462,0.4557,0.99164,2.0228,1.7041,0.095974,3.3782,0.16906,-5.1895,-0.65652,0.1398,4.2812,1.0065,0.20397,-0.6062,1.379,0.65507,0.71875,-1.593,-1.3408,-0.78762,-0.51334,1.5945,-0.35302,-0.47232,-0.45909,0.61545,1.7064,2.3246,2.316,0.37022,-0.74424,-0.2622,4.2062,1.8477,2.3598,1.3764,-1.001,-0.19279,-0.067704,0.032559,-0.028306,-0.050834,-0.044794,0.066853,-0.067245,-0.072422,0.10412,0.11095,0.036345,0.063851,2.218,2.2247,-2.0813,3.3556,2.6372,0.90765,-0.37496,-5.7708,-1.1671,4.0569,1.1031,0.44325,0.80152,0.84662,0.55147,-0.70456,0.028575,2.7712,0.05413,0.62314,-0.80675,-0.52399,-1.2595,-0.47823,-1.8539,-0.19974,-1.6766
1.836,-0.44748,-0.05973,-0.32788,0.26516,0.20926,-0.68189,-0.060366,-0.18197,0.61517,0.73885,0.87742,0.82001,0.83606,0.70617,0.58019,0.578,0.55649,0.59117,2.6768,5.5322,3.662,0.20211,5.7785,2.1446,0.55316,-1.2415,-0.087779,-0.32811,-0.15625,-0.21707,-0.68616,-0.054933,-0.18262,0.34545,0.62017,0.38525,0.38948,0.55115,0.57872,0.51432,0.57182,0.50639,0.37579,-0.44502,-0.11016,1.3153,1.1157,5.8535,0.88419,0.90923,1.1548,-0.24807,0.28698,0.1291,-0.17275,0.58172,0.14577,0.058285,-0.51874,-1.7097,-2.0095,-2.0751,-2.2476,-2.1514,-2.0805,-2.171,-2.1413,-2.0364,-2.4652,-2.843,-2.4293,-1.7624,-2.3213,0.99164,1.7098,1.7041,0.095974,-0.2978,0.14866,0.20902,-0.65145,0.10876,-0.12452,0.78388,0.20397,0.7362,-2.2385,-0.72898,0.71875,-1.3474,-1.3408,-2.7161,-0.98403,1.0883,-0.35302,-0.47232,-0.60417,2.2946,1.7064,2.1543,2.2027,0.35951,0.45288,-0.25277,-0.15862,1.8054,2.1915,0.88818,1.5515,-0.17192,0.043807,-0.23448,-0.26038,-0.10042,-0.059742,-0.13257,-0.3067,-0.16216,-0.093776,-0.19248,-0.031678,-0.011377,2.1611,2.1679,-0.68609,-0.23384,-0.90194,0.1548,-0.65337,0.17767,0.58182,-0.31703,-0.26665,-0.16553,0.80152,1.972,-1.3644,-2.0805,-0.76974,0.46602,0.46774,-0.70616,0.14391,-0.52399,0.96618,0.59559,0.41004,8.4187,0.59444
1.836,1.0715,-0.05973,2.5256,0.26516,0.20926,-0.71152,-0.060366,-0.18197,1.0166,-1.8929,-2.1216,-2.2504,-2.4479,-2.3507,-2.487,-2.5953,-2.7253,-2.6658,-1.1616,0.20952,0.28236,0.341,-0.041688,-0.31345,-1.8017,-1.3761,-0.076511,3.4501,-0.49343,0.40103,-0.71418,-0.074641,-0.18262,1.2137,-0.60168,-0.72009,-0.54001,-0.52354,-0.24464,-0.32668,-0.43305,-0.61278,-0.6516,-1.5383,-1.3103,-1.1951,-1.0913,-0.11928,0.88419,-1.0401,-0.16915,0.51119,-3.6936,0.36379,-0.57989,0.58172,0.14577,0.12273,-1.3648,0.088886,0.0079861,0.080637,0.17931,0.083864,0.12914,0.29048,0.41323,0.3023,-0.058705,-0.45503,-0.55138,-0.71532,0.4557,-1.005,1.7098,1.5741,0.070064,2.4807,0.15886,0.20827,-0.66461,0.077714,-0.13255,1.0075,-0.17752,-0.67013,0.65553,0.65507,0.40284,0.61726,0.58633,-1.1894,-1.9254,1.5945,-0.35302,-0.47232,-0.31401,0.61545,1.7064,2.0975,2.0893,0.33807,0.27614,-0.28212,-0.22267,1.7123,2.0278,0.83768,-0.98895,-0.20114,0.018463,0.15124,0.14269,0.22685,0.12711,0.12668,0.12482,0.092097,0.17926,0.11095,0.11193,0.11902,2.1042,2.111,-0.14946,-0.22789,-0.5299,2.0243,-0.4987,0.17767,-1.1613,2.6923,1.0994,0.36819,-0.27926,-0.86589,0.55147,1.3317,-2.1383,-1.9928,0.46774,0.23543,-0.80675,-0.040113,-0.24783,-0.32482,-1.0049,-0.11579,-1.6766
-0.54283,-0.44748,-0.05973,3.4767,-0.23809,-5.2418,-0.71152,-0.060366,5.8419,0.78824,-4.1612,-4.9845,-5.0475,-4.9758,-4.8787,-4.878,-4.8267,-4.8109,-4.9343,-3.6714,-3.3733,-3.6295,-3.7547,-0.10761,-0.31345,0.55316,-0.29978,-0.053976,2.8517,-1.7771,-4.1754,-0.71418,-0.074641,5.7741,0.95496,-2.1218,-3.1917,-3.3406,-3.1523,-2.9905,-2.9698,-2.9143,-2.9649,-3.1475,-3.9227,-3.8905,-3.7651,-3.8438,-0.086644,-1.1272,-1.0401,-1.1149,-0.31709,-1.7033,1.3905,2.7138,0.58172,0.1055,-4.7754,-0.99321,1.9617,2.6258,2.6168,2.6906,2.5675,2.707,2.6289,2.6217,2.7321,2.178,1.7271,1.7599,1.7715,-0.27669,0.99164,1.7098,1.7041,0.095974,3.3859,0.18606,-5.1962,-0.66259,0.13204,6.5322,1.0065,-0.17752,0.4805,-0.79149,0.29401,0.71875,2.0908,0.58633,0.73909,-0.042647,1.1606,-0.35302,-0.024067,1.1368,0.61545,1.7064,2.211,2.2027,0.35951,-0.60085,-0.20245,4.113,1.7292,2.1915,2.2014,-0.86192,0.30809,0.54054,0.5073,0.49447,0.54419,0.62039,0.60529,0.58377,0.5707,0.67524,0.53576,0.53518,0.71081,2.1469,2.111,-2.2423,4.523,2.7189,0.94963,-0.4987,-5.9925,-1.1701,4.4085,1.0946,-0.048777,-0.92773,-1.5509,0.55147,-1.0898,-1.454,-0.7634,-3.6683,-1.9801,1.0946,-1.438,0.15684,-0.93843,0.8817,-0.17976,-1.6766
-0.54283,-0.44748,-0.05973,-0.32788,0.26516,0.20926,-0.70175,-0.060366,-0.18197,1.2383,1.011,1.1015,1.0303,0.90683,0.79986,0.83406,0.82394,0.78888,0.88271,3.1197,4.1784,0.77567,0.76653,-0.10761,-0.31345,0.55316,0.50745,-0.037074,-0.32356,0.30447,-0.32272,-0.70297,-0.054933,-0.17362,1.2516,1.1964,1.0119,1.1862,1.2553,1.3706,1.6337,1.7467,1.7143,1.7689,1.1914,1.4457,2.3652,1.9963,-0.086644,0.88419,-1.0401,0.87113,0.30412,0.33262,0.24644,0.40823,0.58172,-0.015291,0.15496,-1.6621,-1.6263,-1.8851,-1.8215,-1.7886,-1.7788,-1.7122,-1.8018,-1.7749,-1.763,-2.2255,-2.1019,-1.2416,-1.2389,0.4557,0.99164,-0.48101,-0.48082,-0.12168,-0.34068,0.13506,0.20902,-0.68283,-0.10855,-0.22082,0.99562,0.20397,0.86405,-0.067981,0.65507,0.24488,0.61726,0.58633,0.49803,-0.98403,-0.14125,-0.35302,-0.47232,-0.60417,-0.28871,-0.52112,-0.51352,-0.51017,-0.14417,-0.16902,-0.24019,0.060685,0.18942,-0.44624,-0.34926,-0.94775,0.057652,0.13758,0.18091,0.20132,0.1723,0.12711,0.12668,0.18717,0.15192,0.16423,0.17164,0.11193,0.10899,-0.51303,-0.56134,-0.68609,-0.23887,1.1475,-0.45531,-0.22028,0.16953,-0.47635,-0.3412,0.7496,0.21808,-0.27926,-1.5509,-1.3644,0.065932,0.94093,-0.7634,-0.77309,0.3462,0.14391,-1.438,0.15684,0.28879,0.5987,-0.1078,0.59444
-0.54283,-0.44748,-0.05973,-0.32788,0.26516,0.20926,-0.71152,-0.060366,-0.18197,1.039,-1.7273,-2.3383,-2.5133,-2.6119,-2.6206,-2.6578,-2.5893,-2.513,-2.5246,-0.84807,0.76547,1.018,1.0177,-0.10761,-0.31345,0.55316,-2.5869,-0.087779,-0.32754,0.63979,1.9452,-0.71138,-0.054933,-0.17362,1.3231,0.13388,-0.030975,0.28084,0.52718,0.77767,0.9275,1.1361,1.3508,1.3568,0.75907,1.3343,1.6531,1.7676,-0.086644,-1.1272,-1.0401,1.0603,0.44217,0.29611,0.83315,0.078859,0.668,-0.015291,-0.0061637,-1.3734,0.1816,0.32169,0.33425,0.41144,0.33222,0.37465,0.41356,0.30128,0.27193,-0.30834,-0.74323,-0.9366,-0.97709,0.42518,0.99164,-0.48101,-0.48082,-0.12168,-0.34068,0.16566,0.20902,-0.68891,-0.10855,-0.21681,1.0065,0.36292,0.86405,0.65553,-0.78915,-0.38694,0.61726,0.58633,0.73909,0.89874,2.6071,-0.35302,-0.47232,-0.60417,-0.28871,-0.52112,-0.57029,-0.51726,-0.16471,-0.18736,-0.24124,-0.032472,0.12174,-0.55849,-0.39977,-0.90655,0.099392,0.14265,0.18091,0.20132,0.15247,0.16448,0.18651,0.19466,0.21175,0.22435,0.17164,0.17239,0.16917,-0.56993,-0.56134,0.49449,-0.22789,0.83146,0.85448,-0.86992,0.16783,-1.1393,1.2398,1.0758,0.54332,1.7742,1.4338,0.55147,-0.15421,-0.76974,-0.30237,0.05413,-0.9831,1.7283,0.87389,-0.85483,-0.93843,0.22137,-0.1078,0.59444
-0.54283,-0.44748,-0.05973,-0.32788,0.26516,0.20926,-0.71152,-0.060366,-0.18197,1.0371,-1.6613,-2.2957,-2.3451,-2.4704,-2.4872,-2.6093,-2.5593,-2.5518,-2.5656,-0.90915,0.59559,0.74106,0.80199,-0.10761,-0.31345,0.55316,0.50745,-0.087779,-0.32356,1.4804,3.1883,-0.71138,-0.054933,-0.18262,1.298,-0.025488,-0.4518,-0.17787,-0.087072,0.035066,-0.021928,0.077115,0.048506,-0.024718,-0.74679,-0.44447,-0.27771,-0.16319,-0.086644,0.88419,0.90923,1.1548,0.51119,0.28698,1.0385,0.36706,0.58172,-0.015291,0.058285,-1.3191,0.15379,0.32169,0.33425,0.41144,0.36327,0.49741,0.41356,0.42341,0.42379,-0.11362,-0.61971,-0.67978,-0.71532,-0.27669,-1.005,-0.48101,-0.48082,-0.12168,-0.34068,0.15546,0.2034,-0.68891,-0.10855,-0.20878,0.99908,0.49009,-0.094813,0.65553,0.11349,0.71875,0.61726,0.58633,-1.1894,0.89874,1.5945,1.5891,1.3207,1.1368,-0.28871,-0.52112,-0.57029,-0.57392,-0.15489,-0.17903,-0.24019,0.060685,0.12174,-0.55849,-0.32401,-0.922,0.057652,0.27443,0.2996,0.31858,0.30618,0.24669,0.24633,0.25452,0.27157,0.30702,0.32336,0.29332,0.33467,-0.51303,-0.56134,1.3531,-0.22926,0.94243,0.86567,-0.31309,0.18377,-1.1393,1.6148,0.92212,0.64339,1.0177,0.79769,-0.72577,0.56125,0.5988,2.7712,1.7086,0.3462,0.4608,0.65883,0.15684,1.516,0.31571,-0.1078,0.59444
