1.9186,2.0325,1.7978,1.7412,1.5938,1.508,1.4423,1.3654,1.0948,0.94528,0.8512,0.85492,1.0433,1.2004,1.245,0.37369,0.45901,0.50818,0.41944,0.39427,0.40918,0.34328,0.067719,0.27799,0.31732,0.39691,0.52216,0.47361,0.33624,0.26265,0.19265,0.23091,0.28609,0.24911,0.21424,0.064984,0.1716,0.0015422,-0.47641,-0.74281,-1.1757,-1.4142,-1.0918,-0.93931,-1.0183,1.4935,1.2239,1.1952,1.1054,1.0071,1.0651,1.0862,1.1154,1.1435,0.98341,1.1812,1.0321,0.88812,0.78838,0.90891,-0.33542,-0.16777,-0.093567,-0.40979,-0.80608,-1.0473,-1.384,-1.0719,-0.85786,-0.71598,-0.61077,-0.23282,-0.32451,-0.31478,-0.1909,1.7013,1.6404,1.3604,1.4104,1.7424,1.7267,1.7659,1.707,1.6527,1.4591,1.1357,0.7934,0.52182,0.29069,0.0096133,-1.0647,-1.4713,-1.9021,-1.6713,-1.5548,-1.6425,-1.4696,-1.6074,-1.4479,-1.0801,-1.1156,-1.3859,-1.7158,-1.8388,-1.8924,-0.90199,-1.0644,-0.80292,-0.62818,-0.35251,-0.15728,-0.16987,-0.048432,-0.1705,-0.32716,-0.47538,0.11089,0.86806,1.0654,1.2768,1.1134,1.4318,1.4743,1.3756,1.343,1.3204,1.2083,1.2228,1.092,1.0074,1.2265,0.80724,0.34144,0.22664,0.074118,-1.1629,-1.0135,-1.0808,-1.291,-1.2724,-1.0209,-1.1548,-0.97918,-1.1911,-1.367,-1.0665,-0.82933,-0.95875,-0.94954,-1.0966,-1.7321,-2.0259,-1.647,-1.5823,-1.3159,-1.0951,-0.81333,-0.91396,-0.89139,-1.0576,-1.4569,-1.1786,-0.44808,-0.23869,-0.21141,-0.1662,-0.3136,-0.43064,-0.35663,-0.76985,-1.0395,-0.46715,-0.53829,0.049498,0.24764,-0.11134,-0.49097,-0.71784,-0.93217,-0.826
0.68177,0.71679,1.1008,1.3663,1.5411,2.2126,1.4355,1.3605,1.5751,1.7782,1.6479,1.7502,1.605,1.4036,1.385,1.1718,0.94644,0.38732,-0.17143,-0.012983,-0.32329,0.15854,0.11679,-0.068446,-0.00044356,-0.03935,0.3307,0.36529,0.27694,0.53149,1.2157,1.3801,1.5831,1.602,0.75176,0.48416,-0.061866,0.6085,0.73763,0.62638,0.77302,0.38297,0.37879,0.68826,0.32168,1.243,0.8478,0.82681,1.207,1.3387,1.6447,1.8404,1.0345,1.1069,0.9708,0.48191,0.065316,0.54046,1.3485,2.0383,-0.64068,-0.074323,-0.68837,-1.2925,-0.6596,-0.52648,0.0090539,-0.03406,-0.59939,-0.37389,-0.46743,-0.71962,-0.62327,-1.0054,-1.1001,-0.23457,-0.50851,0.47927,0.45281,-0.0048967,-0.26843,-0.055696,0.19366,0.051891,-0.28843,0.076768,0.75094,0.43189,-0.16879,-0.5363,0.423,0.33177,0.31013,0.573,1.2872,0.88131,0.39822,0.70832,1.5589,1.3815,1.2359,1.0178,0.49415,0.32623,-0.046763,-0.31817,0.044466,0.23492,0.46047,-0.18943,0.079218,0.27382,-0.22824,-0.64901,-0.36612,0.38958,-0.66123,-1.6444,-1.2778,-1.2001,0.095689,-0.25642,0.062108,-0.019276,0.018029,-0.084803,-0.15998,-0.48933,-0.61817,-0.24096,-0.58881,0.46262,1.1493,1.4196,1.5249,-0.10733,0.35088,-0.027376,-0.1005,0.87286,0.25558,0.48397,1.137,1.3038,0.47248,0.65056,0.44398,0.81191,-0.086512,-0.81023,1.4052,0.91207,0.11856,-0.055855,-1.6937,-1.3682,-1.0237,-0.88839,-1.2955,-2.3477,-2.1121,-3.1843,-2.6984,-2.4222,-1.5364,-0.054383,-0.054493,-0.53813,-0.99563,-1.2718,-0.98386,-1.6018,-0.91961,-0.10995,1.3924,0.28021,0.86712,1.2218,1.4412,1.1889
1.0339,0.80966,1.3482,1.3459,1.4713,1.9043,2.5885,2.3774,1.6898,1.9361,0.979,1.268,1.7712,1.926,1.9577,1.4822,1.2665,0.73509,0.84601,0.5315,0.019264,-0.79804,-1.1037,-0.23817,-0.46984,0.42915,0.14461,-0.4439,-0.39591,-0.56762,0.93391,1.1854,1.8144,1.0925,0.96607,1.118,1.3146,1.2579,0.26037,0.59652,-0.14646,0.0405,0.27815,0.41466,0.38528,0.79036,0.9819,0.36753,1.079,1.0778,0.68262,0.30367,0.76572,1.4168,0.89708,1.2071,1.2431,1.5131,1.0208,0.93966,-1.2242,-1.733,-1.7811,-1.7777,-1.6732,-1.9126,-1.9755,-1.6287,-1.0375,-0.24232,-0.38027,-0.47288,-0.55581,-0.36874,-0.29921,-0.16327,-0.38491,-0.060612,-0.0045936,0.016602,0.58523,1.2693,1.5048,1.6776,1.5874,1.7512,2.2017,2.0352,2.1075,1.8725,-0.27124,0.020327,-0.60026,-0.64207,-0.64622,-0.14966,-0.19185,-0.91194,-1.3961,-1.0407,-0.71268,-1.3853,-1.2453,-1.3127,-1.0805,-1.0788,-0.79082,0.054743,-0.039586,-0.23954,0.68148,1.2345,0.86389,0.17018,0.13168,0.024029,-0.069338,-0.00026295,0.015725,0.26612,0.71269,0.57473,0.41298,1.0474,1.223,0.98388,1.0112,1.3519,1.2651,0.5412,0.5629,0.87636,0.99369,0.98612,0.5227,-0.61681,-0.40642,-0.065733,-0.1204,-0.083037,-1.562,-2.2687,-2.4702,-2.2498,-1.8163,-2.3104,-1.7622,-1.8159,-1.7348,-1.5544,1.6879,2.1193,1.9166,0.63946,0.095904,-0.19272,-0.9995,-1.1052,-0.69293,-0.36763,-0.34641,0.26386,0.46562,0.76106,1.4147,0.94492,0.69051,0.18704,0.51932,0.58447,0.82258,0.049938,0.61448,1.1549,0.80552,1.169,0.60026,0.89109,0.94793,0.57346
0.36411,0.49515,0.90506,1.2604,1.2664,1.2062,1.3229,1.496,1.613,1.7326,1.8585,1.6871,1.4003,1.1365,1.3868,1.2054,0.87616,0.408,0.024959,-0.10489,-0.42681,-0.88459,-0.77947,-0.67327,-0.74953,-1.0185,-0.97111,-0.93764,-0.70658,-1.0002,0.12007,0.79752,1.0057,0.51872,0.84915,1.248,1.6593,1.5017,1.4177,1.4983,1.9861,2.154,1.8454,1.2585,1.4027,2.39,1.9949,1.6898,2.0964,1.518,0.84074,0.91663,1.0604,1.2108,0.84471,0.44483,0.10601,0.29464,0.54888,0.25958,-1.3683,-1.6682,-1.9417,-2.4932,-2.8703,-2.8784,-2.9838,-3.0836,-3.0497,-2.1645,-2.0377,-2.0567,-1.7597,-1.3576,-1.1675,-2.4388,-2.5475,-2.235,-1.7227,-0.39566,0.26274,0.70486,0.94572,1.1854,0.93863,1.3626,1.2054,0.93743,0.95121,0.65391,1.487,1.6869,2.0225,2.4904,1.7116,1.0654,0.29069,-0.085517,-0.59983,-0.84126,-1.1828,-1.2042,-1.1845,-0.95032,-1.0737,-1.1595,-0.87046,-0.55446,-0.33759,-0.19447,0.19768,0.57092,0.47916,0.12717,0.3697,0.14919,0.28079,0.5364,0.51868,0.73551,0.020197,0.029423,0.028074,0.081405,0.54754,0.71997,1.0086,1.3014,1.599,0.9645,0.92503,0.58263,0.24018,-0.17637,-0.38128,1.4872,1.7775,1.4893,0.54665,-0.54003,-1.0718,-1.5156,-1.4684,-0.86,-0.84596,-0.9876,-1.1243,-1.4915,-1.6064,-1.5609,1.2183,0.85144,0.07408,-0.21342,-1.0782,-1.4538,-1.4681,-1.4978,-1.6718,-0.35686,0.17763,0.91988,1.5592,1.7677,1.4493,0.44576,0.54392,0.1316,-0.77679,-0.24498,-0.032476,0.015297,0.042464,-0.38616,-0.67268,-0.62763,-0.82702,-0.68303,-0.29393,-0.14425
1.485,1.3925,1.1224,1.434,1.3874,1.3701,1.5761,1.6106,1.6286,1.6423,1.5757,1.5031,1.4956,1.2899,1.2257,0.24628,0.26436,0.36474,0.18416,0.34808,0.40577,-0.010123,-0.27145,-0.41738,-0.29062,-0.20512,-0.29946,-0.60597,-0.52584,-0.3995,0.33919,0.47284,0.66065,0.73245,0.067816,-0.033753,0.26517,0.56738,0.47221,-0.31712,-0.27294,0.035243,0.42622,0.49913,0.46255,0.80196,0.39462,0.19714,0.10086,0.98902,1.3468,1.398,0.87269,1.3637,2.0336,1.9768,1.4841,1.1317,1.0883,1.2839,-0.98956,-0.86443,-0.67358,-0.73892,-0.85845,-0.69709,-0.35899,-0.10015,-0.45923,-0.18608,-0.50118,-0.81346,-1.0148,-0.9624,-0.83157,-0.96019,-1.0181,-1.0831,-1.494,-2.176,-1.8309,-1.6294,-0.8895,-0.83784,-1.2506,-0.42053,0.35424,1.2226,1.1863,0.45265,-0.71576,-0.59704,-0.95707,-0.45775,0.47104,-0.27003,-0.38951,-0.44041,-0.45965,0.26053,0.29309,-0.10796,-1.1346,-1.4849,-1.0165,0.63194,0.089481,0.37444,0.18609,0.023473,0.39074,0.33771,-0.40428,-0.54807,-0.17043,-0.44391,-0.57865,-0.064851,0.23461,0.32981,0.68431,1.0532,1.0591,0.67246,0.33448,0.13365,0.2586,0.53478,0.6012,0.054138,0.15557,0.59711,0.9037,0.94198,0.67629,0.34933,0.56026,0.42185,0.42696,0.48194,0.86279,1.4384,1.5877,1.3122,0.83225,0.23261,-0.19845,-1.0606,-1.5753,-1.4673,1.0973,-0.14371,-0.10711,-0.75584,-0.52458,-0.091211,-1.2382,-2.8669,-2.4466,-1.7304,-1.2077,-1.2488,-0.039198,0.55234,0.23545,0.55727,1.0668,0.86592,1.662,1.3664,-0.41063,-1.2335,-0.68693,-0.76563,-0.38334,0.33938,0.7337,0.45962,0.62186,0.89772
0.71036,1.2995,1.089,0.756,1.1439,1.4568,1.9007,1.8468,1.4149,1.9576,1.6736,1.7197,1.5023,1.4297,1.9362,1.5836,1.2308,1.0939,1.1222,1.0269,0.49234,-0.20825,-0.53212,-0.11102,-0.42356,-0.3655,-0.43698,-0.45141,-0.10369,-0.087898,0.14912,0.3586,0.99928,0.85772,0.29683,0.34368,0.24496,0.46851,-0.116,0.33743,0.19459,0.5318,0.30303,0.51435,0.65969,1.8995,1.7444,0.70812,0.51443,1.3469,1.0345,1.2686,1.7661,1.9396,1.4719,1.9097,1.7643,2.0044,1.988,1.5992,-0.8972,-1.7991,-2.0396,-2.0484,-2.1135,-1.7726,-1.7878,-1.1977,-0.60275,-0.93203,-1.3875,-1.6,-1.2337,-1.3471,-1.0923,-1.0757,-1.0022,-0.17084,0.20242,0.27356,0.73068,1.0979,-0.27207,-0.69419,-0.36054,-0.34129,0.052996,-0.11565,0.14707,0.35891,0.72361,1.1548,1.1705,1.2445,-0.011727,-1.0642,-0.42303,-0.065185,-0.23007,-0.1655,-0.20103,-0.35667,-0.35321,-0.13576,-0.42187,-0.88286,-0.75838,-0.74978,-0.70863,-0.28416,-0.02287,-0.10013,-0.20582,-0.60493,-0.78925,-0.57947,-0.81689,-0.40209,-0.70082,-0.5676,-0.49534,0.13761,0.38783,0.25556,0.32808,0.59251,0.43262,-0.13182,0.13871,-0.085201,0.12422,0.24666,0.1766,0.47034,0.33041,0.11378,0.43067,-0.21864,-0.18656,-1.4854,-1.4661,-1.4384,-0.15112,0.37354,0.37332,-0.34538,-0.50719,-0.35796,-0.49567,-0.5434,1.6056,0.88455,0.71813,0.47087,1.0857,0.75097,0.074234,0.61522,0.29457,-0.35136,-0.27065,-0.035749,0.15168,-0.046969,0.34007,0.040704,-0.19856,0.28537,-0.29237,0.6989,0.80171,1.2039,0.71195,0.40041,0.28823,0.25511,0.6803,0.45585,1.0238,1.1726
0.66919,0.72353,0.85703,0.99008,0.8537,0.87119,1.3386,0.63292,0.9878,1.1102,0.68943,0.57093,0.48284,0.55527,0.54116,0.55252,0.6437,0.60695,0.8647,0.93592,0.79573,0.51095,0.73165,0.40061,0.45663,0.42401,0.36486,0.54257,0.38368,0.39985,1.23,1.0576,1.0402,1.2568,1.1541,0.93209,1.4787,1.2008,1.2622,1.1124,1.2632,1.4096,1.4564,1.7046,1.6243,-0.022194,-0.028535,0.07686,-0.43782,-0.0088644,0.36152,0.040911,0.32492,0.47192,0.50333,0.13582,-0.019049,-0.0392,-0.17005,0.14108,0.16728,-0.17504,-0.16525,-0.061887,0.25108,0.44744,0.26729,0.027779,0.0068418,0.229,0.25717,-0.013992,-0.28976,-0.41392,-0.68827,0.026337,0.026728,-0.11707,-0.10664,-0.75829,-0.93763,-0.47829,-0.22811,0.12024,-0.2288,-0.35418,0.46335,0.70542,0.65072,1.04,0.5131,1.0151,0.59439,0.14296,-0.23695,-0.56387,-1.1219,-0.79903,-1.2237,-1.4406,-0.83067,-0.81575,-0.97634,-1.222,-1.251,0.83457,-0.0164,-0.19975,-0.14379,-0.39845,-0.4633,0.15297,0.44834,0.093611,0.035732,0.19577,-0.35653,-0.40153,0.21538,0.35662,-0.89786,-0.90955,-0.63996,-0.9251,-0.84376,-0.29246,-0.54672,0.14379,0.29927,0.49976,0.076202,0.10876,0.18147,0.057203,0.092213,-0.23125,0.30975,0.43955,0.096984,0.16251,-0.10607,-0.6806,-1.2957,-1.2843,-1.0261,-0.85828,-0.62987,-0.98419,-1.4018,-1.5834,0.040361,-0.28924,-0.1257,0.58374,0.67687,0.14018,0.49992,0.56771,1.0626,0.60517,0.6113,0.79305,1.191,1.1323,1.4114,0.19671,0.28504,0.51826,0.33784,0.59161,1.1062,1.035,0.77938,0.99429,0.69308,0.7761,0.44975,-0.19656,-0.28136,-0.46441
1.5293,1.5863,1.6536,1.5995,1.6432,1.3785,1.2855,1.366,1.6373,1.5952,1.5616,1.5525,1.5139,1.4107,1.6895,0.48094,0.31597,0.25468,0.29909,0.23029,0.23427,0.27964,0.2166,0.017176,0.0086837,-0.069341,-0.048341,0.18783,0.46617,-0.047842,1.1527,1.0655,1.3611,1.5025,1.4799,1.1608,0.9919,0.76754,0.49788,0.18095,0.49675,0.28989,0.18558,0.26727,0.89889,-0.89373,-0.58927,-0.86727,-0.94549,-0.69818,-0.13248,-0.29836,-0.33681,-0.33367,-0.42493,-0.86943,-0.47099,-0.28133,0.15827,-0.33617,0.30495,0.13916,0.33969,0.46392,0.45267,0.20535,0.084096,-0.057249,-0.18663,-0.09074,-0.099917,-0.23051,-0.3189,-0.52182,-0.28913,0.24399,-0.041256,-0.19864,-0.11274,-0.24284,-0.22294,0.098644,0.62283,0.91553,0.93451,0.99251,0.70374,0.3972,-0.38197,-0.25083,-1.9307,-1.976,-2.416,-2.4712,-2.8214,-2.4717,-1.9796,-1.5377,-1.371,-1.1509,-1.2672,-1.2705,-1.4878,-1.8585,-2.6473,0.97753,1.1038,1.5234,1.5657,1.2663,0.97618,1.061,0.86826,0.93834,1.0469,1.3489,1.4081,1.2022,1.3163,1.122,0.42133,0.60904,0.5309,0.40896,0.48953,0.69624,0.64478,0.48556,0.28483,-0.11559,-0.28878,-0.075361,0.28649,0.58644,0.73563,0.26354,0.18179,-0.34559,-0.77176,-0.80778,-1.0241,-1.2809,-1.394,-1.509,-1.2115,-1.5169,-1.6276,-1.6242,-1.7231,-1.6917,0.46056,-0.10291,-0.29336,-0.38198,-0.15037,-0.091526,-0.23384,-0.1784,0.12794,0.52122,1.0021,0.69027,0.45537,0.61916,0.75162,-1.6195,-1.7736,-1.6928,-1.408,-1.3192,-0.96055,-0.56549,-0.13123,-0.091773,-0.24769,-0.053677,-0.037031,0.22806,0.3766,0.61956
1.1532,1.1885,1.252,1.6444,1.4047,1.1229,1.337,1.4919,1.3384,1.1333,1.471,1.6671,1.5995,1.8561,1.6144,-0.24862,0.54572,0.47499,-0.32039,-0.16887,-0.056201,-0.35327,-0.42018,-0.28038,-0.27264,-0.70071,-0.59873,-0.42466,-0.34786,0.11727,0.34182,0.26383,0.18125,0.49117,0.57975,0.75523,1.1129,1.0731,0.75595,1.0418,1.3927,0.97651,1.0003,1.037,0.79365,1.5483,1.1914,1.1381,1.5136,1.8288,2.2236,2.51,2.3125,2.4427,2.3198,1.8419,1.7663,1.4417,1.2021,0.85675,-1.0286,-1.3476,-1.2124,-0.63559,-0.3748,-0.28119,0.086704,-0.016135,-0.16248,-0.11876,-0.018161,-0.10797,-0.059339,-0.081503,0.10932,1.0466,2.2599,2.4618,2.8966,2.8973,1.9282,1.6471,1.7542,1.7164,1.3026,0.95772,0.98425,0.94132,0.84384,0.83595,0.35397,0.14183,-0.17349,-1.1398,-1.1286,-1.2291,-1.5847,-1.1658,-1.4942,-1.2317,-0.99356,-0.75989,-0.84439,-1.0509,-1.4357,0.71287,-0.11209,-0.12667,-0.51467,-1.269,-0.83933,-0.69749,-0.65117,0.43811,0.9333,1.2136,1.0368,0.85839,0.77482,0.69323,0.7009,0.51279,0.63244,0.92283,0.56157,0.41973,0.31252,0.20263,0.39195,0.27881,-0.045554,-0.27568,-0.3065,-0.15346,0.13495,-0.80558,-2.0595,-2.6461,-1.8251,-1.028,-1.0476,-0.11205,0.013045,-0.85623,-1.0549,-1.2057,-1.301,-1.1854,-1.171,-1.4812,-0.43577,0.26667,-0.039314,-0.71266,-0.33561,0.072864,1.0243,1.4603,1.9072,1.9904,2.1852,2.077,1.7848,1.2823,1.1069,-0.020621,1.144,1.3976,0.83016,0.37028,-0.1154,-1.2437,-1.038,-1.0088,-1.3488,-1.414,-1.1705,-1.0336,-0.8419,-0.45657
1.6073,1.6857,0.99964,0.56494,1.2187,1.2693,1.3472,1.4962,1.7277,1.2032,1.2275,1.32,1.467,1.442,1.4168,1.0068,0.64191,0.91132,0.84765,0.11588,0.047721,0.24341,0.47631,-0.31836,0.52111,0.57663,0.23656,0.15823,0.099996,0.15307,0.47701,0.60017,0.41625,0.26211,0.57754,0.91464,0.35022,-0.18007,0.58011,0.014816,-0.19089,-0.095957,-0.31905,-0.091557,-0.28331,0.16734,0.63438,1.0297,1.2417,1.0354,1.1958,2.1515,2.7022,2.3886,2.2748,2.1484,2.0067,1.8106,1.2672,1.4295,0.6155,0.60356,0.24493,0.33424,0.49327,0.071968,-0.21317,-0.32687,-0.076096,-0.057045,0.33912,0.071203,0.20982,0.2556,0.16884,-0.77498,-0.68016,0.35657,0.98015,1.3406,1.5639,1.1318,0.39106,-0.19122,0.04344,-0.50337,-0.39723,-0.30682,0.17137,-0.018521,-0.49284,-0.58464,-0.74182,-0.59276,-0.63352,-0.46785,-0.42407,-0.022657,-0.13387,-0.86782,-0.42322,0.3072,0.51701,0.38003,0.53273,0.43416,0.72779,0.41389,-0.13182,-0.20417,-0.5886,-0.51612,-0.24616,0.63263,0.79539,0.56978,0.13835,-0.018957,-0.36734,-0.28778,-0.2489,-0.26543,0.040061,-0.10265,0.1425,0.19487,-0.0061075,-0.12181,-0.22783,0.054373,-0.02306,-0.2453,-0.4522,-0.23942,-0.21206,0.099624,0.41165,0.01139,-0.15294,-0.89914,-1.075,-0.98077,-0.4167,-0.27026,-0.4305,0.027253,0.19821,0.31808,0.38454,0.021529,-0.69564,-0.81349,-0.56462,-0.79226,-1.2297,-0.85396,0.074707,0.10139,0.21896,0.51689,0.23683,0.32763,0.29408,-0.28706,-0.25116,-0.36832,-1.0179,-1.5554,-1.1058,-0.54456,0.12556,0.17892,-0.12765,-0.50674,-0.51037,-0.28701,0.1604,0.41528,0.65018,1.0109
