0.7807,0.78092,0.78437,0.78135,0.77984,0.78092,0.78049,0.78114,0.78459,0.78027,0.77941,0.7807,0.7807,0.7807,0.78416,0.78092,0.77941,0.78049,0.78049,0.78114,0.78308,0.78049,0.77898,0.7807,0.7807,0.7807,0.78459,0.78092,0.77962,0.78049,0.7807,0.7807,0.78308,0.78114,0.77898,0.7807,0.78049,0.7807,0.78049,0.78135,0.77984,0.7807,0.78092,0.7807,0.7861,0.7807,0.78006,0.78027,0.7807,0.7807,0.78545,0.78114,0.77941,0.7807,0.78092,0.7807,0.78437,0.78114,0.77984,0.7807,0.78114,0.7807,0.78653,0.78135,0.78027,0.78049,0.78114,0.7807,0.78394,0.7807,0.77984,0.78049,0.7807,0.7807,0.7848,0.78049,0.78006,0.78049,0.7807,0.7807,0.78308,0.78114,0.77984,0.7807,0.7807,0.7807,0.782,0.7807,0.77919,0.7807
0.78027,0.78114,0.78502,0.78157,0.77919,0.78049,0.78027,0.78092,0.7848,0.78178,0.77919,0.7807,0.78027,0.78092,0.78545,0.78178,0.77941,0.7807,0.78027,0.78092,0.78502,0.78178,0.77941,0.7807,0.78027,0.78114,0.78545,0.78157,0.77919,0.78049,0.78027,0.78114,0.78502,0.78178,0.77941,0.78049,0.78027,0.78114,0.78502,0.78178,0.77919,0.78049,0.78027,0.78092,0.7848,0.78178,0.77919,0.7807,0.7807,0.7807,0.78416,0.78157,0.78049,0.7807,0.78006,0.78114,0.78502,0.78135,0.77941,0.7807,0.78049,0.7807,0.7861,0.78157,0.77941,0.78049,0.78027,0.78092,0.78675,0.78178,0.77984,0.7807,0.78027,0.78157,0.78329,0.78049,0.77898,0.78049,0.78006,0.7807,0.78157,0.782,0.77898,0.7807,0.77962,0.78157,0.78891,0.78049,0.77725,0.78049
0.78545,0.78092,0.78329,0.78157,0.78653,0.78006,0.7848,0.78027,0.78394,0.78265,0.78653,0.78006,0.78243,0.77962,0.78286,0.78373,0.78329,0.78006,0.77962,0.78135,0.78351,0.78114,0.77919,0.78006,0.77898,0.78221,0.78394,0.78049,0.77855,0.78006,0.7779,0.78221,0.78049,0.77962,0.77617,0.78006,0.77833,0.78092,0.78006,0.78157,0.77639,0.78006,0.78027,0.78092,0.782,0.78135,0.78027,0.78006,0.78006,0.78092,0.78114,0.78135,0.78027,0.78006,0.77984,0.78135,0.78135,0.78006,0.77898,0.78006,0.78006,0.78135,0.78329,0.7807,0.77941,0.78006,0.78027,0.78114,0.78178,0.78092,0.78027,0.77984,0.78027,0.78114,0.782,0.7807,0.77962,0.78006,0.7807,0.78049,0.78394,0.78135,0.78027,0.78006,0.7807,0.78092,0.78157,0.78092,0.78049,0.78006
0.78092,0.78049,0.78027,0.78178,0.78092,0.78135,0.78027,0.78114,0.78373,0.7807,0.78006,0.78135,0.78006,0.78049,0.77855,0.78135,0.78114,0.78114,0.78006,0.78027,0.77941,0.78157,0.78221,0.78092,0.77984,0.7807,0.77725,0.7807,0.7807,0.78114,0.77984,0.78049,0.77682,0.78092,0.78135,0.78092,0.77984,0.78092,0.78157,0.78006,0.78114,0.78157,0.78027,0.7807,0.77811,0.78027,0.78157,0.78157,0.78006,0.78114,0.78114,0.77984,0.78114,0.78135,0.78049,0.7807,0.77833,0.78049,0.78243,0.78135,0.78027,0.78049,0.77919,0.78049,0.782,0.78135,0.77855,0.77984,0.77272,0.78049,0.78351,0.78092,0.77833,0.77984,0.77401,0.7807,0.78286,0.7807,0.77833,0.78027,0.77466,0.77962,0.78329,0.7807,0.77833,0.77941,0.7725,0.7807,0.78373,0.78092
0.782,0.77941,0.76646,0.77207,0.78329,0.78178,0.78394,0.77962,0.75653,0.77034,0.79063,0.78027,0.78373,0.77919,0.74207,0.77121,0.79603,0.77682,0.78351,0.77898,0.74142,0.77272,0.79344,0.77617,0.78221,0.78049,0.76516,0.79409,0.78912,0.78459,0.80358,0.74854,0.77898,0.83035,0.79344,0.78783,0.79991,0.76689,0.77984,0.80833,0.79128,0.77552,0.80553,0.77596,0.78718,0.78329,0.81222,0.78135,0.80272,0.77272,0.77898,0.78804,0.80898,0.78157,0.79646,0.77272,0.78286,0.79128,0.79991,0.78114,0.79344,0.7738,0.78135,0.78804,0.79711,0.78114,0.77876,0.78157,0.77876,0.77833,0.77833,0.78114,0.77962,0.78157,0.77962,0.77833,0.77941,0.78092,0.78049,0.78114,0.77962,0.77898,0.78049,0.78092,0.78092,0.78049,0.77962,0.77984,0.78114,0.78114
0.77639,0.78502,0.79732,0.77768,0.7807,0.77596,0.78524,0.77552,0.79517,0.78804,0.7861,0.77833,0.78502,0.77509,0.79991,0.78675,0.78308,0.77811,0.78437,0.78027,0.79948,0.7766,0.78308,0.77811,0.78437,0.78221,0.7997,0.77488,0.78308,0.7779,0.78157,0.78027,0.79948,0.77574,0.77876,0.7779,0.77855,0.7779,0.79883,0.78135,0.7738,0.77919,0.77747,0.78006,0.79862,0.77811,0.77185,0.7779,0.77855,0.78157,0.79754,0.77423,0.77401,0.77898,0.77898,0.77898,0.79819,0.77833,0.77423,0.77876,0.77919,0.77984,0.79797,0.77747,0.77531,0.77919,0.77984,0.77941,0.79883,0.77747,0.77574,0.77941,0.78114,0.78006,0.79797,0.77596,0.77811,0.77962,0.77962,0.78049,0.79819,0.77596,0.77574,0.77962,0.77984,0.78049,0.79819,0.77703,0.77596,0.77941
0.7807,0.78092,0.77725,0.78135,0.78092,0.78157,0.78027,0.78114,0.78459,0.78092,0.78006,0.78114,0.78049,0.78049,0.78027,0.78135,0.78049,0.78114,0.78027,0.78114,0.78329,0.7807,0.78006,0.78135,0.78049,0.7807,0.78135,0.78092,0.78006,0.78092,0.78049,0.7807,0.77984,0.78135,0.77984,0.78114,0.78027,0.78114,0.78286,0.78092,0.78049,0.78092,0.78114,0.78027,0.78243,0.78178,0.782,0.78114,0.7807,0.7807,0.78178,0.78027,0.78092,0.78114,0.78092,0.7807,0.78178,0.78135,0.7807,0.78114,0.78092,0.7807,0.78135,0.78114,0.7807,0.78135,0.78437,0.78308,0.75372,0.77941,0.77531,0.78049,0.78783,0.78178,0.75027,0.78114,0.78114,0.78092,0.78416,0.77941,0.76818,0.78437,0.77962,0.78157,0.78459,0.78092,0.76667,0.78135,0.77876,0.78157
0.7684,0.77984,0.78934,0.78308,0.74703,0.77164,0.77682,0.78243,0.78308,0.78006,0.77509,0.77898,0.77855,0.78416,0.78243,0.77552,0.7779,0.77984,0.78049,0.78006,0.78135,0.78265,0.78027,0.77984,0.782,0.77876,0.78178,0.78502,0.78221,0.77984,0.78027,0.78092,0.78243,0.78027,0.78092,0.77984,0.78027,0.78092,0.78157,0.78092,0.78114,0.77984,0.78049,0.7807,0.78135,0.78114,0.78157,0.78006,0.7807,0.78114,0.78243,0.78027,0.78157,0.77984,0.78006,0.78049,0.77876,0.78114,0.78027,0.78006,0.78027,0.78114,0.782,0.78006,0.78135,0.77984,0.7807,0.78049,0.78049,0.78092,0.78135,0.78027,0.78027,0.7807,0.77984,0.78027,0.78178,0.77984,0.78049,0.7807,0.78092,0.77984,0.78157,0.78006,0.78049,0.7807,0.77876,0.78006,0.782,0.77984
0.77898,0.77941,0.79905,0.77941,0.77401,0.7779,0.78049,0.78092,0.79689,0.77682,0.77747,0.77876,0.78114,0.77833,0.79797,0.78265,0.77811,0.77703,0.78027,0.77962,0.79797,0.77811,0.77617,0.7766,0.7807,0.78049,0.79732,0.77811,0.77725,0.77898,0.78006,0.78027,0.79754,0.77876,0.77639,0.77855,0.78027,0.77768,0.79754,0.78243,0.77639,0.77962,0.77941,0.78157,0.79689,0.77423,0.77444,0.77855,0.77941,0.78135,0.79797,0.77682,0.77531,0.77833,0.77984,0.77962,0.79819,0.77941,0.77574,0.77833,0.78027,0.78027,0.79732,0.77747,0.77639,0.77962,0.78027,0.78027,0.79711,0.77855,0.77639,0.77833,0.78092,0.7779,0.79819,0.78329,0.7779,0.7779,0.78027,0.78049,0.79797,0.77768,0.77617,0.77919,0.78006,0.78114,0.79797,0.77596,0.77574,0.78114
0.77099,0.77574,0.80509,0.79301,0.75977,0.77099,0.76128,0.77639,0.79214,0.77919,0.73624,0.79128,0.77315,0.77639,0.79301,0.78804,0.76667,0.782,0.77855,0.77682,0.79646,0.78459,0.77574,0.78006,0.78567,0.7861,0.79689,0.7725,0.78394,0.77962,0.78243,0.78308,0.79754,0.77617,0.77919,0.77898,0.77962,0.77596,0.79538,0.7861,0.77725,0.77833,0.77919,0.78027,0.79214,0.77919,0.77617,0.77898,0.77876,0.77962,0.79603,0.78092,0.77444,0.77833,0.77984,0.7807,0.79603,0.77898,0.77617,0.77919,0.78027,0.78049,0.7956,0.77919,0.77682,0.77941,0.78006,0.77919,0.79538,0.78092,0.77596,0.77811,0.77919,0.77919,0.79517,0.78157,0.77617,0.78006,0.77919,0.78135,0.79495,0.77682,0.77488,0.77962,0.7807,0.78027,0.79538,0.77984,0.77768,0.77898
